Frame	X1	Y1	Flag1
Tracks 1 to 1
1	26.284061	304.05844	 
2	27.20674	311.6849	 
3	27.643187	318.617	 
4	27.914404	324.5867	 
5	28.355263	325.6623	 
6	29.04195	324.4578	 
7	29.532139	323.23102	 
8	29.534777	323.61884	 
9	28.906183	326.75912	 
10	28.515125	330.31277	 
11	30.385092	334.15472	 
12	30.614952	338.7244	 
13	30.929459	341.04465	 
14	30.178339	342.76965	 
15	29.7785	344.9097	 
16	29.138731	345.08215	 
17	28.300127	345.23444	 
18	28.057539	345.6812	 
19	26.57302	347.60898	 
20	27.967682	344.9584	 
21	28.590801	342.84418	 
22	29.864452	340.1384	 
23	32.098984	337.8491	 
24	33.982647	334.56723	 
25	33.890354	332.299	 
26	34.165947	328.89673	 
27	33.965714	325.5222	 
28	33.410973	322.73987	 
29	32.51532	319.33694	 
30	31.098175	315.2661	 
31	29.923864	311.21118	 
32	29.625214	309.86633	 
33	29.464981	307.70572	 
34	29.575066	307.06366	 
35	29.239096	307.2353	 
36	29.340012	307.5715	 
37	29.47865	307.882	 
38	30.20377	309.0215	 
39	30.644363	309.15826	 
40	33.64587	312.4755	 
41	36.260124	315.79263	 
42	38.24348	319.1155	 
43	39.815258	321.5085	 
44	41.25862	323.2617	 
45	43.16883	324.83704	 
46	45.017895	326.5688	 
47	46.51594	327.84732	 
48	46.793083	328.67447	 
49	46.376137	329.97546	 
50	46.046032	330.6484	 
51	44.583534	331.6515	 
52	43.49114	332.0675	 
53	42.64913	333.12457	 
54	41.488335	335.41833	 
55	41.620335	338.17987	 
56	42.10808	341.40433	 
57	42.598007	346.04303	 
58	47.811462	350.83685	 
59	46.834217	358.09393	 
60	44.617188	366.0059	 
61	35.80809	374.01663	*
62	33.131664	382.4412	 
63	31.666426	391.2801	 
64	31.96277	401.36075	 
65	31.686396	412.59177	 
66	31.4939	424.9521	 
67	30.573315	438.55524	 
68	29.667618	452.56244	 
69	29.716095	466.6738	 
70	29.474812	480.4024	 
71	29.031784	491.42026	 
72	28.01189	503.63312	 
73	26.499006	514.1169	 
74	25.803547	521.62665	 
75	25.760246	526.97485	 
76	25.694477	532.08685	 
77	25.739155	537.514	 
78	25.569197	543.34863	 
79	25.318722	545.37714	 
80	25.369541	547.78564	 
81	25.96641	551.0842	 
82	26.081293	556.42444	 
83	26.968609	557.2849	 
84	27.417385	558.93896	 
85	27.386667	560.7457	 
86	28.168179	559.2537	 
87	27.877005	560.32086	 
88	26.506117	563.4748	 
89	24.774517	567.0446	 
90	24.104794	569.6538	 
91	24.468628	569.9466	 
92	24.940264	570.13165	 
93	25.311705	569.1127	 
94	25.826561	566.3435	 
95	27.407066	563.11536	 
96	28.645796	561.1817	 
97	29.261763	559.9925	 
98	30.308743	558.6214	 
99	32.120594	558.15607	 
100	33.450413	558.4126	 
101	35.89147	556.7252	 
102	35.748425	557.0796	 
103	36.02408	556.5449	 
104	34.826504	556.69885	 
105	35.637993	554.56226	 
106	35.552692	553.6437	 
107	38.619385	552.09485	 
108	42.652378	551.3893	 
109	50.03171	552.37506	 
110	57.648506	551.69183	 
111	74.66579	557.6455	 
112	91.65557	559.4073	 
113	106.940704	559.93085	 
114	121.13349	561.4541	 
115	131.43074	562.1356	 
116	137.97269	562.37897	 
117	145.87993	566.12726	 
118	149.95247	569.60706	 
119	154.64656	570.7208	 
120	160.53331	569.566	 
121	165.23146	568.09985	 
122	168.62999	567.72345	 
123	170.46585	568.0401	 
