Frame	X1	Y1	Flag1
Tracks 1 to 1
1	342.6736	297.05566	 
2	343.4288	296.77362	 
3	344.33746	297.04614	 
4	345.34515	296.87524	 
5	346.25125	297.1105	 
6	346.56772	298.59592	 
7	346.82297	299.60953	 
8	346.7297	299.52686	 
9	346.60397	299.36258	 
10	346.49567	299.31363	 
11	346.55353	299.05716	 
12	346.3437	299.03668	 
13	345.95352	299.2266	 
14	345.91064	299.401	 
15	346.23935	299.50195	 
16	346.04248	299.7945	 
17	345.6003	300.33182	 
18	345.69876	300.27606	 
19	345.43536	300.37527	 
20	345.28525	300.6381	 
21	345.00372	300.61234	 
22	343.65134	300.92734	 
23	341.10712	300.79645	 
24	338.03845	302.2223	 
25	335.1514	305.36853	 
26	333.12466	306.80627	 
27	332.14926	306.48035	 
28	331.6871	305.60547	 
29	330.8994	305.1921	 
30	329.86197	303.3788	 
31	328.23322	301.2646	 
32	326.8613	299.66043	 
33	323.56024	296.9676	 
34	319.32278	294.503	 
35	315.0238	292.90775	 
36	312.45065	291.45444	 
37	310.09525	289.276	 
38	309.0273	285.84216	 
39	307.3066	282.04565	 
40	304.86725	276.7402	 
41	302.26077	271.07086	 
42	298.7059	266.71188	 
43	293.3216	262.03946	 
44	288.26334	257.2573	 
45	283.706	251.72205	 
46	277.88907	245.91156	 
47	273.42014	238.25514	 
48	269.18994	230.56833	 
49	264.2361	223.71892	 
50	258.96127	215.55884	 
51	253.903	210.6338	 
52	249.20088	206.36346	 
53	245.37206	202.14128	 
54	241.56082	197.60306	 
55	237.89488	192.53252	 
56	235.17989	186.93597	 
57	231.13852	179.17395	 
58	226.89792	171.85019	 
59	223.1308	165.35896	 
60	217.5955	159.89136	 
61	213.5695	154.76682	 
62	208.56314	149.46255	 
63	204.66222	143.07574	 
64	202.16748	136.31314	 
65	197.94186	129.14969	 
66	194.51227	123.2138	 
67	192.87541	119.18934	 
68	190.81725	115.01036	 
69	187.9414	109.93402	 
70	185.04933	105.08842	 
71	182.38074	100.36108	 
72	181.8969	95.73626	 
73	181.56401	89.69114	 
74	181.40108	83.52479	 
75	182.24454	79.58933	 
76	183.05002	77.78918	 
77	183.61505	76.89596	 
78	183.86679	75.89122	 
79	184.20558	75.07394	 
80	184.26408	73.73013	 
81	184.32121	73.40073	 
82	184.63116	73.68871	 
83	185.0963	73.03121	 
84	185.5074	73.335075	 
85	186.34369	73.7611	 
86	186.9411	76.772705	 
87	187.01907	79.712715	 
88	187.1893	81.623055	 
89	187.58255	85.16882	 
90	188.15436	90.02633	 
91	188.28316	92.48421	 
92	189.77815	95.05489	 
93	191.64354	96.171776	 
94	193.28845	96.17302	 
95	195.30316	96.2819	 
96	197.85133	96.73048	 
97	199.70598	96.91302	 
98	201.80498	94.84446	 
99	204.33487	93.5999	 
100	207.5125	91.00507	 
101	209.95372	88.94107	 
102	210.57384	88.618645	 
103	211.58072	88.53538	 
104	212.39197	88.558136	 
