Frame	X1	Y1	Flag1
Tracks 1 to 1
1	562.24713	364.9086	 
2	562.18787	364.75168	 
3	561.76965	364.2365	 
4	561.07764	363.78378	 
5	560.8817	362.99484	 
6	560.185	361.6398	 
7	559.5922	359.9314	 
8	559.11914	358.96713	 
9	559.2381	358.58163	 
10	559.5968	357.13538	 
11	559.884	355.5202	 
12	558.84595	353.47583	 
13	556.90295	350.21948	 
14	553.11224	348.8489	 
15	549.3246	347.80487	 
16	540.5325	345.27515	 
17	536.0127	342.5116	 
18	531.87463	339.26212	 
19	530.5662	337.87195	 
20	528.8033	336.87427	 
21	527.54456	336.47482	 
22	527.3959	336.01913	 
23	528.0601	335.7493	 
24	529.2047	335.19092	 
25	531.8854	333.6036	 
26	535.0293	331.42154	 
27	536.60614	329.73123	 
28	539.23016	327.54562	 
29	544.2309	325.333	 
30	545.93146	324.06726	 
31	546.41376	324.0408	 
32	546.3459	324.00287	 
33	546.3099	324.11475	 
34	546.92737	323.76297	 
35	547.769	323.6232	 
36	550.01605	322.25754	 
37	551.8492	320.24835	 
38	552.4315	317.82538	 
39	553.46625	315.08203	 
40	554.60504	311.47723	 
41	556.10724	307.95224	 
42	559.7746	302.6716	 
43	560.88434	299.11343	 
44	560.25824	295.056	 
45	555.2754	290.97482	 
46	554.5092	285.21274	 
47	555.989	279.7114	 
48	557.6649	273.21423	 
49	558.7228	266.0106	 
50	559.1115	261.07266	 
51	558.9079	263.78772	 
52	557.4859	267.9873	 
53	556.1482	269.93463	 
54	555.0983	269.06226	 
55	553.34393	266.92657	 
56	551.5989	262.55173	 
57	549.0628	256.82004	 
58	546.52905	251.42555	 
59	545.42474	247.20544	 
60	544.77625	243.60599	 
61	544.3978	240.63016	 
62	544.4882	239.12724	 
63	544.6494	238.25053	 
64	545.43677	238.1685	 
65	545.7993	236.04175	 
66	545.45856	230.77698	 
67	545.71	223.2577	 
68	547.1742	215.48709	 
69	548.6218	210.3767	 
70	549.8431	205.05348	 
71	549.41095	201.11914	 
72	547.9565	196.79512	 
73	544.84705	192.92606	 
74	541.02466	189.33134	 
75	537.654	183.85284	 
76	535.25964	177.35727	 
77	534.6394	170.82982	 
78	534.7327	163.33546	 
79	534.1728	157.15303	 
80	532.74884	150.39265	 
81	530.2227	143.08578	 
82	526.8297	134.11363	 
83	522.34485	125.4068	 
84	520.7052	118.16257	 
85	520.49945	112.43274	 
86	521.59393	109.69274	 
87	523.31006	110.842575	 
88	522.68335	112.35632	 
89	519.8063	114.79352	 
90	518.7402	115.46514	 
91	518.7794	114.38442	 
92	519.7506	112.48486	 
93	521.13513	108.6265	 
94	522.29285	101.52754	 
95	523.5906	91.247246	 
96	524.4036	81.42869	 
97	525.21265	70.39972	 
98	523.8161	63.5774	 
99	523.2753	61.20242	 
100	523.6436	60.522305	 
101	523.94525	60.999695	 
102	524.1059	61.566196	 
103	524.1126	63.253136	 
104	523.725	66.11868	 
105	522.65826	68.05399	 
106	521.57983	68.49313	 
107	520.66644	69.884254	 
108	520.3672	71.38751	 
109	518.37036	73.11597	 
110	516.085	74.325775	 
111	513.4062	75.2839	 
112	510.21854	76.00699	 
113	506.26767	76.5732	 
114	501.45544	76.02056	 
115	495.50583	77.14938	 
116	486.52313	80.889984	 
117	471.45197	86.981735	 
118	460.0356	93.33451	 
119	447.9974	98.72871	 
120	435.13596	104.99598	 
121	420.95438	109.87669	 
122	409.05252	112.9711	 
123	397.35648	117.008545	 
124	383.93854	121.74556	 
125	370.5649	126.39779	 
126	357.6739	130.93903	 
127	344.32736	135.60443	 
128	333.83145	140.06685	 
129	319.57974	147.01186	 
130	306.8082	153.73772	 
131	292.5204	159.69746	 
132	277.75705	164.38103	 
133	263.81247	168.54819	 
134	250.26811	175.01949	 
135	240.02551	180.78418	 
136	232.0109	184.77724	 
137	224.8945	184.99161	 
138	217.47507	184.82907	 
139	209.39922	187.21481	 
