Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4
Tracks 1 to 4
431	 	 	 	160.25473	266.36954	 	 	 	 	 	 	 
432	 	 	 	152.79875	282.62695	 	 	 	 	 	 	 
433	 	 	 	146.8017	297.44327	 	 	 	 	 	 	 
434	 	 	 	140.36786	311.82776	 	 	 	 	 	 	 
435	 	 	 	134.99815	325.78616	 	 	 	 	 	 	 
436	 	 	 	129.75768	341.2119	 	 	 	 	 	 	 
437	 	 	 	124.129234	356.22552	 	 	 	 	 	 	 
438	 	 	 	117.55891	371.04596	 	 	 	 	 	 	 
439	 	 	 	112.09818	383.41748	 	 	 	 	 	 	 
440	 	 	 	108.36037	395.07022	 	 	 	 	 	 	 
441	 	 	 	105.30503	407.26688	 	 	 	 	 	 	 
442	 	 	 	99.73238	420.68753	 	 	 	 	 	 	 
443	 	 	 	95.49853	432.83923	 	 	 	 	 	 	 
444	 	 	 	90.56736	446.12286	 	 	 	 	 	 	 
445	 	 	 	87.50438	458.0659	 	 	 	 	 	 	 
446	 	 	 	85.451645	470.86835	 	 	 	 	 	 	 
447	 	 	 	81.35003	485.2198	 	 	 	 	 	 	 
448	 	 	 	76.79147	499.67236	 	 	 	 	 	 	 
449	 	 	 	71.46937	512.65704	 	 	 	 	 	 	 
450	 	 	 	67.71823	522.5602	 	 	 	 	 	 	 
451	 	 	 	64.98719	529.50885	 	 	 	 	 	 	 
452	 	 	 	63.19503	535.2093	 	 	 	 	 	 	 
453	 	 	 	61.00994	537.9765	 	 	 	 	 	 	 
454	 	 	 	57.665504	538.0711	 	 	 	 	 	 	 
455	 	 	 	51.189747	538.31506	 	 	 	 	 	 	 
456	 	 	 	46.479233	540.6035	 	 	 	 	 	 	 
457	 	 	 	44.363247	542.8675	 	 	 	 	 	 	 
458	 	 	 	42.342506	545.2856	 	 	 	 	 	 	 
459	 	 	 	40.891167	547.507	 	 	 	 	 	 	 
460	 	 	 	39.649445	549.85455	 	 	 	 	 	 	 
461	 	 	 	38.93656	552.7448	 	 	 	 	 	 	 
462	 	 	 	38.078896	554.62103	 	 	 	 	 	 	 
463	 	 	 	37.713394	554.98	 	 	 	 	 	 	 
464	 	 	 	37.389824	555.3459	 	 	 	 	 	 	 
465	 	 	 	35.89342	556.4513	 	 	 	 	 	 	 
466	 	 	 	35.647655	556.6054	 	 	 	 	 	 	 
467	 	 	 	35.508286	556.3482	 	 	 	 	 	 	 
468	 	 	 	35.346104	556.9234	 	 	 	 	 	 	 
469	 	 	 	35.60986	556.92456	 	 	 	 	 	 	 
470	 	 	 	35.48899	557.3923	 	 	 	 	 	 	 
471	 	 	 	33.811127	558.7602	 	 	 	 	 	 	 
472	 	 	 	33.14845	559.8854	 	 	 	 	 	 	 
473	 	 	 	33.442337	560.9484	 	 	 	 	 	 	 
474	 	 	 	34.354977	561.63135	 	 	 	 	 	 	 
475	 	 	 	35.872467	560.3325	 	 	 	 	 	 	 
476	 	 	 	36.420654	559.13947	 	 	 	 	 	 	 
477	 	 	 	37.45327	556.77106	 	 	 	 	 	 	 
478	 	 	 	36.50044	555.8831	 	 	 	 	 	 	 
479	 	 	 	35.816936	555.65326	 	 	 	 	 	 	 
480	 	 	 	34.067783	556.18787	 	 	 	 	 	 	 
481	 	 	 	32.323185	557.077	 	 	 	 	 	 	 
482	 	 	 	31.279148	556.97424	 	 	 	 	 	 	 
483	 	 	 	29.868578	557.1786	 	 	 	 	 	 	 
484	 	 	 	29.196041	556.91956	 	 	 	 	 	 	 
485	 	 	 	29.032658	556.08276	 	 	 	 	 	 	 
486	 	 	 	29.191177	554.7647	 	 	 	 	 	 	 
487	 	 	 	30.006403	553.9206	 	 	 	 	 	 	 
488	 	 	 	30.704948	552.5476	 	 	 	 	 	 	 
489	 	 	 	30.89754	552.0323	 	 	 	 	 	 	 
490	 	 	 	31.505354	551.5821	 	 	 	 	 	 	 
491	 	 	 	31.352894	550.7266	 	 	 	 	 	 	 
492	 	 	 	31.263336	549.2832	 	 	 	 	 	 	 
493	 	 	 	31.846813	547.89734	 	 	 	 	 	 	 
494	 	 	 	33.438828	547.6113	 	 	 	 	 	 	 
495	 	 	 	35.467438	548.83057	 	 	 	 	 	 	 
496	 	 	 	37.369728	550.69104	 	 	 	 	 	 	 
497	 	 	 	39.3436	551.2972	 	 	 	 	 	 	 
498	 	 	 	40.72601	549.3211	 	 	 	 	 	 	 
499	 	 	 	41.016144	548.85925	 	 	 	 	 	 	 
500	 	 	 	41.147747	549.0113	 	 	 	 	 	 	 
501	 	 	 	41.01256	549.513	 	 	 	 	 	 	 
502	 	 	 	41.002495	549.75665	 	 	 	 	 	 	 
503	 	 	 	41.067127	549.8254	 	 	 	 	 	 	 
504	 	 	 	40.690594	550.7202	 	 	 	 	 	 	 
505	 	 	 	40.802956	552.901	 	 	 	 	 	 	 
506	 	 	 	40.462074	554.7838	 	 	 	 	 	 	 
507	 	 	 	40.85862	555.89276	 	 	 	 	 	 	 
508	 	 	 	40.7368	556.0232	 	 	 	 	 	 	 
509	 	 	 	40.58916	556.53577	 	 	 	 	 	 	 
510	 	 	 	39.348972	557.3879	 	 	 	 	 	 	 
511	 	 	 	38.032215	558.53784	 	 	 	 	 	 	 
512	 	 	 	36.41227	560.11865	 	 	 	 	 	 	 
513	 	 	 	36.084938	560.69965	 	 	 	 	 	 	 
514	 	 	 	36.334206	560.67975	 	 	 	 	 	 	 
515	 	 	 	36.944286	560.6944	 	 	 	 	 	 	 
516	 	 	 	37.19068	560.5869	 	 	 	 	 	 	 
517	 	 	 	36.901806	561.427	 	 	 	 	 	 	 
518	 	 	 	37.646862	562.8441	 	 	 	 	 	 	 
519	 	 	 	39.064186	562.93256	 	 	 	 	 	 	 
520	 	 	 	42.273163	561.9287	 	 	 	 	 	 	 
521	 	 	 	44.10334	561.5672	 	 	 	 	 	 	 
522	 	 	 	44.901722	560.9186	 	 	 	 	 	 	 
523	 	 	 	44.851456	558.6164	 	 	 	 	 	 	 
524	 	 	 	44.393143	555.6963	 	 	 	 	 	 	 
525	 	 	 	42.376373	552.02124	 	 	 	 	 	 	 
526	 	 	 	40.639393	548.49274	 	 	 	 	 	 	 
527	 	 	 	37.926235	544.0337	 	 	 	 	 	 	 
528	 	 	 	36.10204	539.8069	 	 	 	 	 	 	 
529	 	 	 	36.35825	535.7922	 	 	 	 	 	 	 
530	 	 	 	36.932587	530.8316	 	 	 	 	 	 	 
531	 	 	 	35.75123	523.3232	 	 	 	 	 	 	 
532	 	 	 	34.479984	515.8548	 	 	 	 	 	 	 
533	 	 	 	32.479744	506.89307	 	 	 	 	 	 	 
534	 	 	 	31.955263	495.55548	 	 	 	 	 	 	 
535	 	 	 	32.322094	486.76978	 	 	 	 	 	 	 
536	 	 	 	32.95746	479.4693	 	 	 	 	 	 	 
537	 	 	 	37.18421	471.62762	 	 	 	 	 	 	 
538	 	 	 	40.079952	461.63757	 	 	 	 	 	 	 
539	 	 	 	41.127327	450.6547	 	 	 	 	 	 	 
540	 	 	 	41.602947	439.3064	 	 	 	 	 	 	 
541	 	 	 	42.871284	425.80005	 	 	 	 	 	 	 
542	 	 	 	43.757946	411.39056	 	 	 	 	 	 	 
543	 	 	 	47.681446	398.36493	 	 	 	 	 	 	 
544	 	 	 	50.583588	387.42462	 	 	 	 	 	 	 
545	 	 	 	54.349594	380.37436	 	 	 	 	 	 	 
546	 	 	 	57.58769	373.963	 	 	 	 	 	 	 
547	 	 	 	60.071835	368.59387	 	 	 	 	 	 	 
548	 	 	 	62.558514	364.21432	 	 	 	 	 	 	 
549	 	 	 	64.19642	361.94162	 	 	 	 	 	 	 
550	 	 	 	66.41282	359.81955	 	 	 	 	 	 	 
551	 	 	 	69.481415	359.58005	 	 	 	 	 	 	 
552	 	 	 	72.96342	360.70084	 	 	 	 	 	 	 
553	 	 	 	77.83756	361.71722	 	 	 	 	 	 	 
554	 	 	 	82.366234	362.29004	 	 	 	 	 	 	 
555	 	 	 	88.298805	361.8486	 	 	 	 	 	 	 
556	 	 	 	97.99905	359.2745	 	 	 	 	 	 	 
557	 	 	 	111.79631	355.38397	 	 	 	 	 	 	 
558	 	 	 	125.50962	351.88382	 	 	 	 	 	 	 
559	 	 	 	138.12708	348.9165	 	 	 	 	 	 	 
560	 	 	 	147.99263	344.90295	 	 	 	 	 	 	 
561	 	 	 	157.73418	340.94193	 	 	 	 	 	 	 
562	 	 	 	166.65427	333.46036	 	 	 	 	 	 	 
563	 	 	 	176.29259	324.98526	 	 	 	 	 	 	 
564	 	 	 	187.21724	315.22693	 	 	 	 	 	 	 
565	 	 	 	193.37679	306.17343	 	 	 	 	 	 	 
566	 	 	 	198.87482	296.3957	 	 	 	 	 	 	 
567	 	 	 	204.37286	287.46002	 	 	 	 	 	 	 
568	 	 	 	210.67906	278.12683	 	 	 	 	 	 	 
569	 	 	 	215.12311	267.99557	 	 	 	 	 	 	 
570	 	 	 	220.52658	255.6912	 	 	 	 	 	 	 
571	 	 	 	226.71046	243.24673	 	 	 	 	 	 	 
572	 	 	 	232.0571	231.61853	 	 	 	 	 	 	 
573	 	 	 	237.46883	217.7822	 	 	 	 	 	 	 
574	 	 	 	239.69785	206.06223	 	 	 	 	 	 	 
575	 	 	 	240.59363	194.99701	 	 	 	 	 	 	 
576	 	 	 	242.3092	184.19493	 	 	 	 	 	 	 
577	 	 	 	245.87312	174.96896	 	 	 	 	 	 	 
578	 	 	 	246.92805	164.61314	 	 	 	 	 	 	 
579	 	 	 	245.93446	153.59032	 	 	 	 	 	 	 
580	 	 	 	245.30357	142.73534	 	 	 	 	 	 	 
581	 	 	 	243.16258	133.85098	 	 	 	 	 	 	 
582	 	 	 	244.23988	124.60708	 	 	 	 	 	 	 
583	 	 	 	243.62474	114.94636	 	 	 	 	 	 	 
584	 	 	 	241.67747	106.062645	 	 	 	 	 	 	 
585	 	 	 	234.26198	95.6045	 	 	 	 	 	 	 
586	 	 	 	231.59059	90.042564	 	 	 	 	 	 	 
587	 	 	 	228.54817	82.47455	 	 	 	 	 	 	 
588	 	 	 	225.39261	76.04538	 	 	 	 	 	 	 
589	 	 	 	220.66763	67.73686	 	 	 	 	 	 	 
590	 	 	 	217.20407	60.005714	 	 	 	 	 	 	 
591	 	 	 	212.52162	54.60147	 	 	 	 	 	 	 
592	 	 	 	208.79193	52.27599	 	 	 	 	 	 	 
593	 	 	 	205.12662	48.322296	 	 	 	 	 	 	 
594	 	 	 	204.07463	44.98562	 	 	 	 	 	 	 
595	 	 	 	203.54573	40.364956	 	 	 	 	 	 	 
596	 	 	 	202.74812	38.012287	 	 	 	 	 	 	 
597	 	 	 	200.37408	36.385975	 	 	 	 	 	 	 
598	 	 	 	198.27913	34.071476	 	 	 	 	 	 	 
599	 	 	 	197.94409	33.492546	 	 	 	 	 	 	 
600	 	 	 	196.61995	32.11604	 	 	 	 	 	 	 
601	 	 	 	195.60725	29.841116	 	 	 	 	 	 	 
602	 	 	 	193.44234	29.198128	 	 	 	 	 	 	 
603	 	 	 	189.89735	28.833448	 	 	 	 	 	 	 
604	 	 	 	189.20845	28.508167	 	 	 	 	 	 	 
605	 	 	 	188.58995	28.208742	 	 	 	 	 	 	 
606	 	 	 	186.57716	26.768526	 	 	 	 	 	 	 
607	 	 	 	179.54247	20.680403	 	 	 	 	 	 	 
608	 	 	 	168.02582	13.238035	 	 	 	 	 	 	 
609	 	 	 	155.68123	8.67601	 	 	 	 	 	 	 
610	 	 	 	137.93234	9.197716	 	 	 	 	 	 	 
611	 	 	 	 	 	 	 	 	 	 	 	 
612	 	 	 	 	 	 	79.1749	18.24074	 	 	 	 
613	 	 	 	 	 	 	72.44925	29.396692	 	 	 	 
614	 	 	 	 	 	 	60.733112	37.001225	 	 	 	 
615	 	 	 	 	 	 	62.03536	40.16642	 	 	 	 
616	 	 	 	 	 	 	60.862923	39.33551	 	 	 	 
617	 	 	 	 	 	 	59.306087	37.881298	 	 	 	 
618	 	 	 	 	 	 	59.391247	37.334858	 	 	 	 
619	 	 	 	 	 	 	59.44416	37.232483	 	 	 	 
620	 	 	 	 	 	 	59.646927	37.639896	 	 	 	 
621	 	 	 	 	 	 	63.104332	40.13483	 	 	 	 
622	 	 	 	 	 	 	63.841072	41.542034	 	 	 	 
623	 	 	 	 	 	 	65.08736	42.473026	 	 	 	 
624	 	 	 	 	 	 	64.97544	42.692833	 	 	 	 
625	 	 	 	 	 	 	65.1249	42.63811	 	 	 	 
626	 	 	 	 	 	 	64.42088	42.876305	 	 	 	 
627	 	 	 	 	 	 	64.19824	42.870106	 	 	 	 
628	 	 	 	 	 	 	63.587242	42.554573	 	 	 	 
629	 	 	 	 	 	 	63.15462	41.280178	 	 	 	 
630	 	 	 	 	 	 	62.400524	40.007507	 	 	 	 
631	 	 	 	 	 	 	58.9711	37.03419	 	 	 	 
632	 	 	 	 	 	 	58.51935	34.29915	 	 	 	 
633	 	 	 	 	 	 	59.113148	32.8051	 	 	 	 
634	 	 	 	 	 	 	57.50688	32.491497	 	 	 	 
635	 	 	 	 	 	 	58.690987	33.324463	 	 	 	 
636	 	 	 	 	 	 	53.691578	31.709734	 	 	 	 
637	 	 	 	 	 	 	52.41858	31.480886	 	 	 	 
638	 	 	 	 	 	 	50.87451	30.543259	 	 	 	 
639	 	 	 	 	 	 	48.691643	29.859907	 	 	 	 
640	 	 	 	 	 	 	48.761368	29.819832	 	 	 	 
641	 	 	 	 	 	 	45.863453	27.878103	 	 	 	 
642	 	 	 	 	 	 	35.295666	21.513622	 	 	 	 
643	 	 	 	 	 	 	25.301964	13.130115	 	 	 	 
644	 	 	 	 	 	 	 	 	 	 	 	 
645	 	 	 	 	 	 	 	 	 	 	 	 
646	 	 	 	 	 	 	 	 	 	18.673729	12.682203	 
647	 	 	 	 	 	 	 	 	 	19.675396	18.738733	 
648	 	 	 	 	 	 	 	 	 	23.470308	29.97227	 
649	 	 	 	 	 	 	 	 	 	23.750732	32.962852	 
650	 	 	 	 	 	 	 	 	 	23.511272	33.871067	 
651	 	 	 	 	 	 	 	 	 	23.42269	34.865967	 
652	 	 	 	 	 	 	 	 	 	24.124552	34.812725	 
653	 	 	 	 	 	 	 	 	 	24.864777	35.041325	 
654	 	 	 	 	 	 	 	 	 	26.046968	36.13139	 
655	 	 	 	 	 	 	 	 	 	26.512669	35.87121	 
656	 	 	 	 	 	 	 	 	 	26.962278	36.196377	 
657	 	 	 	 	 	 	 	 	 	26.820044	36.41039	 
658	 	 	 	 	 	 	 	 	 	26.7598	36.117603	 
659	 	 	 	 	 	 	 	 	 	27.231571	36.799374	 
660	 	 	 	 	 	 	 	 	 	27.26379	36.431046	 
661	 	 	 	 	 	 	 	 	 	27.261324	36.51394	 
662	 	 	 	 	 	 	 	 	 	26.49403	37.862007	 
663	 	 	 	 	 	 	 	 	 	25.81235	39.35922	 
664	 	 	 	 	 	 	 	 	 	26.099245	39.80529	 
665	 	 	 	 	 	 	 	 	 	27.083275	40.293728	 
666	 	 	 	 	 	 	 	 	 	27.603647	39.2602	 
667	 	 	 	 	 	 	 	 	 	27.354862	38.67743	 
668	 	 	 	 	 	 	 	 	 	27.087069	38.576416	 
669	 	 	 	 	 	 	 	 	 	25.706556	38.025673	 
670	 	 	 	 	 	 	 	 	 	25.489985	39.1879	 
671	 	 	 	 	 	 	 	 	 	24.88937	37.55445	 
672	 	 	 	 	 	 	 	 	 	23.995226	36.11164	 
673	 	 	 	 	 	 	 	 	 	23.996084	35.983646	 
674	 	 	 	 	 	 	 	 	 	23.066338	34.832863	 
675	 	 	 	 	 	 	 	 	 	21.769424	32.271946	 
676	 	 	 	 	 	 	 	 	 	21.207436	31.315193	 
677	 	 	 	 	 	 	 	 	 	20.686598	30.126806	 
678	 	 	 	 	 	 	 	 	 	19.900633	28.541773	 
679	 	 	 	 	 	 	 	 	 	18.892422	27.188091	 
680	 	 	 	 	 	 	 	 	 	18.707872	26.825968	 
681	 	 	 	 	 	 	 	 	 	17.683332	25.376812	 
682	 	 	 	 	 	 	 	 	 	17.227617	24.856602	 
683	 	 	 	 	 	 	 	 	 	16.624012	24.588469	 
684	 	 	 	 	 	 	 	 	 	16.7064	23.4584	 
685	 	 	 	 	 	 	 	 	 	16.468395	23.299028	 
686	 	 	 	 	 	 	 	 	 	16.582006	23.921179	 
687	 	 	 	 	 	 	 	 	 	17.473505	25.425814	 
688	 	 	 	 	 	 	 	 	 	18.59169	27.042263	 
689	 	 	 	 	 	 	 	 	 	20.7124	30.430632	 
690	 	 	 	 	 	 	 	 	 	24.773294	35.81286	 
691	 	 	 	 	 	 	 	 	 	26.193262	39.653812	 
692	 	 	 	 	 	 	 	 	 	28.855692	41.67839	 
693	 	 	 	 	 	 	 	 	 	32.998966	44.142906	 
694	 	 	 	 	 	 	 	 	 	37.472008	46.29111	 
695	 	 	 	 	 	 	 	 	 	39.926487	46.453667	 
696	 	 	 	 	 	 	 	 	 	40.64401	46.396297	 
697	 	 	 	 	 	 	 	 	 	40.38684	46.046997	 
698	 	 	 	 	 	 	 	 	 	40.301865	46.521267	 
699	 	 	 	 	 	 	 	 	 	40.216297	45.851112	 
700	 	 	 	 	 	 	 	 	 	40.613285	46.013283	 
701	 	 	 	 	 	 	 	 	 	41.905415	47.566227	 
702	 	 	 	 	 	 	 	 	 	41.147903	49.48712	 
703	 	 	 	 	 	 	 	 	 	40.1053	52.19499	 
704	 	 	 	 	 	 	 	 	 	39.821743	54.436073	 
705	 	 	 	 	 	 	 	 	 	39.98667	53.16967	 
706	 	 	 	 	 	 	 	 	 	39.858437	52.889698	 
707	 	 	 	 	 	 	 	 	 	39.770706	53.149338	 
708	 	 	 	 	 	 	 	 	 	39.829735	54.617977	 
709	 	 	 	 	 	 	 	 	 	39.835445	55.86936	 
710	 	 	 	 	 	 	 	 	 	39.543415	56.516556	 
711	 	 	 	 	 	 	 	 	 	38.80225	56.20029	 
712	 	 	 	 	 	 	 	 	 	38.800613	55.402203	 
713	 	 	 	 	 	 	 	 	 	38.044113	55.6229	 
714	 	 	 	 	 	 	 	 	 	37.02865	54.45225	 
715	 	 	 	 	 	 	 	 	 	36.845013	55.09838	 
716	 	 	 	 	 	 	 	 	 	36.736805	55.04455	 
717	 	 	 	 	 	 	 	 	 	37.0435	55.174854	 
718	 	 	 	 	 	 	 	 	 	37.715885	54.162594	 
719	 	 	 	 	 	 	 	 	 	38.421345	53.08714	 
720	 	 	 	 	 	 	 	 	 	38.902843	52.033463	 
721	 	 	 	 	 	 	 	 	 	39.233856	52.00508	 
722	 	 	 	 	 	 	 	 	 	38.92372	51.30477	 
723	 	 	 	 	 	 	 	 	 	38.911484	51.858852	 
724	 	 	 	 	 	 	 	 	 	39.72571	54.076332	 
725	 	 	 	 	 	 	 	 	 	41.090603	56.659584	 
726	 	 	 	 	 	 	 	 	 	42.70893	57.233536	 
727	 	 	 	 	 	 	 	 	 	44.443203	57.461	 
728	 	 	 	 	 	 	 	 	 	46.285492	56.95966	 
729	 	 	 	 	 	 	 	 	 	49.140015	56.364426	 
730	 	 	 	 	 	 	 	 	 	51.83268	55.36912	 
731	 	 	 	 	 	 	 	 	 	56.598343	53.298183	 
732	 	 	 	 	 	 	 	 	 	60.997627	51.001976	 
733	 	 	 	 	 	 	 	 	 	68.043495	47.556034	 
734	 	 	 	 	 	 	 	 	 	79.20544	43.62108	 
735	 	 	 	 	 	 	 	 	 	93.70068	40.64052	 
736	 	 	 	 	 	 	 	 	 	110.108536	40.224552	 
737	 	 	 	 	 	 	 	 	 	126.89274	40.044018	 
738	 	 	 	 	 	 	 	 	 	141.97523	39.94369	 
739	 	 	 	 	 	 	 	 	 	159.45824	38.744236	 
740	 	 	 	 	 	 	 	 	 	173.3027	36.348404	 
741	 	 	 	 	 	 	 	 	 	189.27544	34.40395	 
742	 	 	 	 	 	 	 	 	 	205.05605	34.710938	 
743	 	 	 	 	 	 	 	 	 	219.37512	37.919395	 
744	 	 	 	 	 	 	 	 	 	235.51793	40.826252	 
745	 	 	 	 	 	 	 	 	 	250.95375	42.822205	 
746	 	 	 	 	 	 	 	 	 	266.90527	44.9238	 
747	 	 	 	 	 	 	 	 	 	282.6384	45.802654	 
748	 	 	 	 	 	 	 	 	 	299.508	47.852413	 
749	 	 	 	 	 	 	 	 	 	319.14413	49.13281	 
750	 	 	 	 	 	 	 	 	 	337.05554	50.271698	 
751	 	 	 	 	 	 	 	 	 	353.91882	52.10531	 
752	 	 	 	 	 	 	 	 	 	369.1648	53.805984	 
753	 	 	 	 	 	 	 	 	 	386.1013	56.5065	 
754	 	 	 	 	 	 	 	 	 	402.6491	57.14892	 
755	 	 	 	 	 	 	 	 	 	419.35498	56.376133	 
756	 	 	 	 	 	 	 	 	 	435.0933	54.434036	 
757	 	 	 	 	 	 	 	 	 	448.6295	52.187737	 
758	 	 	 	 	 	 	 	 	 	464.0017	50.106506	 
759	 	 	 	 	 	 	 	 	 	479.67346	47.16308	 
760	 	 	 	 	 	 	 	 	 	494.56763	44.259117	 
761	 	 	 	 	 	 	 	 	 	508.02997	41.98761	 
762	 	 	 	 	 	 	 	 	 	520.7556	40.805958	 
763	 	 	 	 	 	 	 	 	 	532.72345	40.97885	 
764	 	 	 	 	 	 	 	 	 	540.23254	40.999794	 
765	 	 	 	 	 	 	 	 	 	549.2001	40.306705	 
766	 	 	 	 	 	 	 	 	 	550.55054	38.8683	 
767	 	 	 	 	 	 	 	 	 	552.561	37.32471	 
768	 	 	 	 	 	 	 	 	 	553.9011	36.78204	 
769	 	 	 	 	 	 	 	 	 	555.81104	37.672966	 
770	 	 	 	 	 	 	 	 	 	555.52466	40.64124	 
771	 	 	 	 	 	 	 	 	 	555.41986	42.792538	 
772	 	 	 	 	 	 	 	 	 	555.474	44.472824	 
773	 	 	 	 	 	 	 	 	 	553.7937	45.47905	 
774	 	 	 	 	 	 	 	 	 	550.00916	45.744804	 
775	 	 	 	 	 	 	 	 	 	543.94824	45.51607	 
776	 	 	 	 	 	 	 	 	 	543.1534	46.54814	 
777	 	 	 	 	 	 	 	 	 	543.26105	47.650043	 
778	 	 	 	 	 	 	 	 	 	544.39844	49.43105	 
779	 	 	 	 	 	 	 	 	 	546.46326	52.330845	 
780	 	 	 	 	 	 	 	 	 	549.3385	57.13779	 
781	 	 	 	 	 	 	 	 	 	552.1116	61.977757	 
782	 	 	 	 	 	 	 	 	 	554.1198	67.4169	 
783	 	 	 	 	 	 	 	 	 	556.5207	74.49288	 
784	 	 	 	 	 	 	 	 	 	558.55896	83.99167	 
785	 	 	 	 	 	 	 	 	 	560.6952	97.21997	 
786	 	 	 	 	 	 	 	 	 	563.05115	111.38488	 
787	 	 	 	 	 	 	 	 	 	562.9443	127.50913	 
788	 	 	 	 	 	 	 	 	 	563.854	142.82115	 
789	 	 	 	 	 	 	 	 	 	563.912	158.38718	 
790	 	 	 	 	 	 	 	 	 	562.5984	172.83792	 
791	 	 	 	 	 	 	 	 	 	560.06696	185.35262	 
792	 	 	 	 	 	 	 	 	 	554.2702	196.66075	 
793	 	 	 	 	 	 	 	 	 	549.9516	208.41812	 
794	 	 	 	 	 	 	 	 	 	544.2068	220.52371	 
795	 	 	 	 	 	 	 	 	 	537.65063	236.08958	 
796	 	 	 	 	 	 	 	 	 	532.04736	251.25276	 
797	 	 	 	 	 	 	 	 	 	524.204	267.32047	 
798	 	 	 	 	 	 	 	 	 	518.8979	283.36362	 
799	 	 	 	 	 	 	 	 	 	512.66034	300.06232	 
800	 	 	 	 	 	 	 	 	 	506.8344	316.23325	 
801	 	 	 	 	 	 	 	 	 	499.52133	332.8231	 
802	 	 	 	 	 	 	 	 	 	494.619	350.59692	 
803	 	 	 	 	 	 	 	 	 	490.4898	368.20877	 
804	 	 	 	 	 	 	 	 	 	486.0155	386.86206	 
805	 	 	 	 	 	 	 	 	 	484.5125	402.6638	 
806	 	 	 	 	 	 	 	 	 	481.41235	419.30478	 
807	 	 	 	 	 	 	 	 	 	480.85226	432.5483	 
808	 	 	 	 	 	 	 	 	 	480.65567	447.37744	 
809	 	 	 	 	 	 	 	 	 	480.8303	461.27744	 
810	 	 	 	 	 	 	 	 	 	482.89932	473.50577	 
811	 	 	 	 	 	 	 	 	 	484.08505	485.0895	 
812	 	 	 	 	 	 	 	 	 	486.73666	495.2	 
813	 	 	 	 	 	 	 	 	 	490.64658	505.29947	 
814	 	 	 	 	 	 	 	 	 	496.01172	514.88965	 
815	 	 	 	 	 	 	 	 	 	501.1488	523.7826	 
816	 	 	 	 	 	 	 	 	 	505.63397	531.4516	 
817	 	 	 	 	 	 	 	 	 	509.84302	537.2437	 
818	 	 	 	 	 	 	 	 	 	515.46497	540.8133	 
819	 	 	 	 	 	 	 	 	 	521.7198	541.99164	 
820	 	 	 	 	 	 	 	 	 	529.94366	542.00397	 
821	 	 	 	 	 	 	 	 	 	538.08295	544.2085	 
822	 	 	 	 	 	 	 	 	 	543.796	545.84467	 
823	 	 	 	 	 	 	 	 	 	549.38495	548.1015	 
824	 	 	 	 	 	 	 	 	 	550.4243	549.6159	 
825	 	 	 	 	 	 	 	 	 	552.21735	551.0598	 
826	 	 	 	 	 	 	 	 	 	553.3788	552.29083	 
827	 	 	 	 	 	 	 	 	 	555.681	554.7601	 
828	 	 	 	 	 	 	 	 	 	557.80743	556.40894	 
829	 	 	 	 	 	 	 	 	 	558.5989	556.4944	 
830	 	 	 	 	 	 	 	 	 	559.4444	556.3618	 
831	 	 	 	 	 	 	 	 	 	559.96783	555.8901	 
832	 	 	 	 	 	 	 	 	 	560.2343	556.31256	 
833	 	 	 	 	 	 	 	 	 	559.4715	556.0187	 
834	 	 	 	 	 	 	 	 	 	555.30164	551.82227	 
835	 	 	 	 	 	 	 	 	 	554.6257	551.12756	 
836	 	 	 	 	 	 	 	 	 	554.6012	550.83826	 
837	 	 	 	 	 	 	 	 	 	558.43536	552.91907	 
838	 	 	 	 	 	 	 	 	 	561.62244	555.28485	 
839	 	 	 	 	 	 	 	 	 	563.33777	555.8515	 
840	 	 	 	 	 	 	 	 	 	565.3243	556.70624	 
841	 	 	 	 	 	 	 	 	 	566.9273	558.22186	 
842	 	 	 	 	 	 	 	 	 	568.2364	560.71674	 
843	 	 	 	 	 	 	 	 	 	569.69806	561.25507	 
844	 	 	 	 	 	 	 	 	 	571.1924	560.6155	 
845	 	 	 	 	 	 	 	 	 	573.2307	562.06903	 
846	 	 	 	 	 	 	 	 	 	574.67615	564.07135	 
847	 	 	 	 	 	 	 	 	 	576.49945	565.0321	 
848	 	 	 	 	 	 	 	 	 	577.7426	566.0355	 
849	 	 	 	 	 	 	 	 	 	578.20667	566.77344	 
850	 	 	 	 	 	 	 	 	 	578.5275	566.9784	 
851	 	 	 	 	 	 	 	 	 	578.3308	567.35376	 
852	 	 	 	 	 	 	 	 	 	579.123	567.9637	 
853	 	 	 	 	 	 	 	 	 	580.53973	568.3546	 
854	 	 	 	 	 	 	 	 	 	581.0586	568.4056	 
855	 	 	 	 	 	 	 	 	 	581.2377	568.50446	 
856	 	 	 	 	 	 	 	 	 	581.13544	568.42694	 
857	 	 	 	 	 	 	 	 	 	580.7326	568.93317	 
858	 	 	 	 	 	 	 	 	 	581.3118	569.6796	 
859	 	 	 	 	 	 	 	 	 	581.8055	568.49554	 
860	 	 	 	 	 	 	 	 	 	580.0644	569.134	 
861	 	 	 	 	 	 	 	 	 	577.9281	567.15564	 
862	 	 	 	 	 	 	 	 	 	577.0478	568.7185	 
863	 	 	 	 	 	 	 	 	 	577.8423	568.918	 
864	 	 	 	 	 	 	 	 	 	577.97217	569.0646	 
865	 	 	 	 	 	 	 	 	 	576.38446	568.4055	 
866	 	 	 	 	 	 	 	 	 	575.5722	568.73157	 
