574.64300	51.29892	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000
575.41437	50.32250	0.77137	-0.97642	1.24435	0.00000	0.00000	0.00000
576.01044	49.99543	0.59607	-0.32707	0.67991	180.00000	0.00000	0.00000
576.04400	49.55028	0.03356	-0.44515	0.44642	22.93768	0.00000	0.00000
576.49200	49.68911	0.44800	0.13883	0.46902	56.93495	0.00000	0.00000
576.45154	49.74327	-0.04046	0.05416	0.06761	102.90646	2.38555	0.00000
576.80590	49.74189	0.35436	-0.00139	0.35436	109.54104	1.50780	180.00000
576.91595	48.99955	0.11005	-0.74234	0.75045	126.98346	1.34600	18.05284
577.42580	47.74869	0.50985	-1.25086	1.35077	81.34284	2.27048	25.07303
577.59357	46.93955	0.16777	-0.80914	0.82635	13.74329	2.96201	4.79095
1154.46510	51.45055	576.87153	4.51100	576.88917	10.46198	578.01608	15.65514
1153.91449	51.37116	-0.55061	-0.07938	0.55630	78.73414	577.11089	68.33645
1156.66797	55.14802	2.75348	3.77686	4.67400	172.24405	579.78462	0.00748
579.58765	40.00926	-577.08032	-15.13876	577.27886	134.29753	8.03570	0.44586
579.86115	39.19723	0.27350	-0.81204	0.85686	127.59626	8.06756	75.00102
579.89716	39.73905	0.03601	0.54182	0.54302	107.11123	574.68729	0.71770
581.50244	42.59160	1.60528	2.85255	3.27322	157.58372	572.47938	105.15660
581.92280	44.35988	0.42036	1.76828	1.81755	25.56642	574.84641	0.28898
582.30860	45.21084	0.38580	0.85096	0.93433	15.99642	5.87026	0.19661
582.91614	46.06396	0.60754	0.85312	1.04734	11.01580	7.51565	118.68946
582.87390	46.01256	-0.04224	-0.05140	0.06653	11.06786	6.94391	3.62998
582.83180	45.88284	-0.04210	-0.12972	0.13638	176.04406	3.54957	1.39990
1180.84080	95.28089	598.00900	49.39805	600.04577	21.43108	601.07880	3.38984
1181.00640	96.56163	0.16560	1.28074	1.29140	112.70300	600.89596	63.14610
1181.33520	96.87379	0.32880	0.31216	0.45338	77.91036	600.57224	0.04261
1181.37375	99.02048	0.03855	2.14669	2.14703	39.11963	600.84267	0.04915
1181.74805	101.25594	0.37430	2.23546	2.26658	45.45832	601.47058	0.20820
583.57310	48.28329	-598.17495	-52.97265	600.51592	8.47648	599.11391	0.22093
583.56384	48.31290	-0.00926	0.02961	0.03103	104.56603	599.38765	179.21691
583.48800	48.18687	-0.07584	-0.12603	0.14709	77.69626	599.82638	0.11792
583.34900	48.29455	-0.13900	0.10768	0.17583	131.59760	600.17224	0.03861
583.63530	48.09326	0.28630	-0.20129	0.34998	96.72618	600.47076	0.19264
583.69580	49.06779	0.06050	0.97453	0.97641	177.34622	0.79404	0.23097
583.88104	50.04549	0.18524	0.97771	0.99510	121.55788	1.76139	103.96868
584.15594	51.35293	0.27490	1.30744	1.33602	7.17587	3.23575	1.48536
584.14520	53.31845	-0.01074	1.96552	1.96555	1.14568	5.08660	1.53823
584.63544	54.36587	0.49024	1.04742	1.15647	12.18706	6.35184	2.90746
585.13760	56.65982	0.50216	2.29395	2.34827	25.39484	7.72773	0.05382
585.66830	57.64954	0.53070	0.98972	1.12303	12.73414	7.81127	1.69367
585.63490	59.52439	-0.03340	1.87485	1.87515	15.85304	8.30423	2.47378
585.88870	63.12572	0.25380	3.60133	3.61026	29.22126	9.96104	2.96780
585.37510	61.54326	-0.51360	-1.58246	1.66372	5.05180	7.21540	0.17844
585.37740	60.82826	0.00230	-0.71499	0.71500	166.05000	4.17533	4.19671
584.97394	59.84286	-0.40346	-0.98541	1.06480	18.16551	2.30060	2.59135
583.56100	59.17232	-1.41294	-0.67054	1.56398	22.45025	2.10357	20.85922
582.88590	59.76185	-0.67510	0.58953	0.89627	42.34651	4.50915	82.06817
582.95330	60.34937	0.06740	0.58752	0.59137	66.51668	2.70009	38.61095
583.29474	61.28423	0.34144	0.93486	0.99526	55.41519	2.13199	22.00384
584.04290	61.96120	0.74816	0.67697	1.00898	13.51945	2.31392	38.59136
583.32520	63.66871	-0.71770	1.70750	1.85220	27.79589	4.50256	53.92462
582.95276	62.44581	-0.37244	-1.22290	1.27836	70.65775	2.68479	20.72412
581.76650	62.59245	-1.18626	0.14664	1.19529	140.26354	2.53769	4.42896
579.94055	63.58621	-1.82595	0.99376	2.07886	80.10877	4.06813	29.31008
579.76996	61.01963	-0.17059	-2.56659	2.57225	21.50984	4.37545	27.65513
578.07270	61.70147	-1.69726	0.68184	1.82910	114.75436	5.60881	46.88879
576.73390	60.87804	-1.33880	-0.82343	1.57176	108.08416	6.41343	8.10562
575.84015	60.15710	-0.89375	-0.72094	1.14828	53.48027	6.40723	6.38328
577.18010	58.17931	1.33995	-1.97779	2.38896	7.29786	6.07081	8.19020
576.60570	59.70209	-0.57440	1.52278	1.62751	85.22621	3.42760	40.61426
577.94930	57.73457	1.34360	-1.96752	2.38252	166.54913	3.96881	40.34785
577.98145	57.80899	0.03215	0.07442	0.08107	166.33788	3.31292	65.61230
577.85693	57.85612	-0.12452	0.04713	0.13314	122.30647	3.05972	23.90319
577.91284	57.82140	0.05591	-0.03473	0.06582	92.63137	0.81548	19.11282
576.74540	59.70810	-1.16744	1.88670	2.21869	168.88944	0.13983	22.73260
577.66760	57.17414	0.92220	-2.53397	2.69656	153.59198	0.62725	28.49899
577.64667	57.10543	-0.02093	-0.06871	0.07182	168.25015	0.77915	119.15210
577.74300	57.01380	0.09633	-0.09163	0.13295	36.94038	0.84999	1.23941
577.44556	57.09409	-0.29744	0.08029	0.30809	63.37455	0.86449	17.74396
577.71930	57.60286	0.27374	0.50877	0.57774	151.53788	2.31960	25.01679
577.85333	57.34972	0.13403	-0.25314	0.28643	103.17667	0.25559	57.54522
578.14667	57.60691	0.29334	0.25719	0.39012	123.81760	0.70815	108.56580
578.35850	57.61861	0.21183	0.01170	0.21215	103.34255	0.86292	1.69315
578.70087	57.45531	0.34237	-0.16330	0.37932	38.08139	1.30625	0.58655
578.98610	59.15024	0.28523	1.69493	1.71877	28.66112	1.99979	28.44455
578.97500	60.70619	-0.01110	1.55595	1.55599	105.94725	3.53893	34.64037
578.12690	62.79528	-0.84810	2.08909	2.25468	9.96119	5.18841	20.82756
1175.52190	130.29951	597.39500	67.50423	601.19681	21.68672	601.57015	18.69699
1176.39503	130.48383	0.87313	0.18433	0.89237	105.64851	602.13908	83.27897
1176.78154	131.01024	0.38651	0.52641	0.65307	5.47364	602.09904	0.02673
1177.01746	132.10546	0.23592	1.09521	1.12033	41.79190	602.28950	0.11154
1175.91168	130.79609	-1.10578	-1.30937	1.71383	24.13114	601.64005	0.04632
577.87260	62.64186	-598.03908	-68.15423	601.91008	151.97482	601.46674	0.31846
578.77155	61.41460	0.89895	-1.22726	1.52128	43.31691	601.60152	179.96898
578.82166	60.72104	0.05011	-0.69356	0.69537	119.72062	602.07690	0.13386
577.25854	58.95393	-1.56312	-1.76711	2.35924	32.08971	604.20353	0.11165
577.14026	58.92131	-0.11828	-0.03262	0.12269	45.62731	603.06981	0.24966
577.44240	58.48620	0.30214	-0.43511	0.52973	33.08881	4.17787	0.10905
577.41590	57.58847	-0.02650	-0.89773	0.89813	109.35963	4.05919	77.24484
576.20640	58.15113	-1.20950	0.56266	1.33397	36.46676	3.66661	13.59964
575.16040	58.68050	-1.04600	0.52937	1.17233	113.25718	2.11588	25.99123
574.79830	58.91517	-0.36210	0.23466	0.43149	1.89569	2.34197	37.07400
574.42236	58.58438	-0.37594	-0.33078	0.50075	6.10180	3.02164	7.27441
573.03940	58.15100	-1.38296	-0.43338	1.44927	74.28964	4.41250	2.01240
570.59420	58.23709	-2.44520	0.08609	2.44671	23.94466	5.61286	5.46238
567.18256	58.69845	-3.41164	0.46136	3.44269	19.41585	7.97786	6.44687
565.10750	57.93813	-2.07506	-0.76032	2.20997	5.68515	9.73993	0.74859
562.51810	57.18515	-2.58940	-0.75298	2.69666	27.82478	11.98621	5.88604
559.69135	56.32543	-2.82675	-0.85972	2.95460	3.90920	13.47231	0.94665
557.48846	54.81659	-2.20289	-1.50884	2.67008	0.70240	13.54475	1.08404
554.65380	53.92123	-2.83466	-0.89536	2.97270	17.49215	13.40864	6.83960
551.53973	52.81044	-3.11407	-1.11080	3.30625	16.87931	14.50440	6.24440
544.93780	50.67519	-6.60193	-2.13524	6.93864	2.10216	18.74691	0.16867
533.90260	43.93929	-11.03520	-6.73590	12.92857	1.70886	28.60902	0.38367
534.34630	47.81226	0.44370	3.87297	3.89830	13.47735	24.17892	5.33511
526.58600	41.13660	-7.76030	-6.67566	10.23654	127.93546	30.84231	8.81536
522.71850	39.38774	-3.86750	-1.74886	4.24453	137.23868	31.79359	7.64959
519.75165	38.10284	-2.96685	-1.28489	3.23313	16.37098	28.14971	0.48361
519.10180	36.86614	-0.64985	-1.23670	1.39705	0.91557	16.40406	1.55486
519.44147	36.42491	0.33967	-0.44123	0.55683	38.86279	18.75702	0.98467
519.66394	36.34428	0.22247	-0.08063	0.23663	65.31032	8.41910	11.83732
519.84644	36.60182	0.18250	0.25754	0.31565	32.48864	4.00126	2.68413
518.16223	36.52880	-1.68421	-0.07301	1.68579	74.59897	2.23693	9.43192
515.51700	35.97170	-2.64523	-0.55710	2.70326	127.80496	3.69470	0.59367
512.79580	33.06576	-2.72120	-2.90593	3.98113	9.41080	7.44639	30.71163
509.54294	29.56534	-3.25286	-3.50043	4.77850	34.98720	12.18149	12.80513
505.50128	28.50453	-4.04166	-1.06081	4.17856	0.21915	16.47270	6.99884
501.75705	29.55607	-3.74423	1.05154	3.88909	32.39279	17.82552	4.37071
498.17477	29.60990	-3.58228	0.05383	3.58268	30.39369	18.47229	6.41598
496.47638	29.59632	-1.69839	-0.01358	1.69844	14.82606	16.68414	2.88209
495.42000	29.90315	-1.05638	0.30683	1.10004	1.31922	14.12698	8.14281
494.25247	29.86778	-1.16753	-0.03537	1.16807	16.65451	11.33112	13.37239
494.48346	30.33047	0.23099	0.46269	0.51714	17.93129	7.31470	5.53983
494.01398	30.28999	-0.46948	-0.04048	0.47122	118.26505	4.21600	0.83279
493.96588	30.47757	-0.04810	0.18758	0.19365	121.45829	2.66068	3.20573
493.48248	30.55790	-0.48340	0.08033	0.49003	80.54636	2.04516	10.05948
493.20502	30.37972	-0.27746	-0.17819	0.32975	66.18283	1.16586	0.67060
492.50632	29.82870	-0.69870	-0.55101	0.88983	42.14430	2.03982	7.37480
492.86118	28.64492	0.35486	-1.18378	1.23582	5.55114	2.00878	40.28680
492.77400	27.72601	-0.08718	-0.91891	0.92304	68.42688	2.99861	40.73855
493.15976	27.37423	0.38576	-0.35177	0.52207	22.10667	3.19998	11.60074
493.56090	26.76072	0.40114	-0.61352	0.73302	53.05788	3.63646	17.63242
493.24835	25.75748	-0.31255	-1.00324	1.05080	14.46027	4.13830	11.40436
494.84990	25.97134	1.60155	0.21386	1.61577	50.48197	3.33212	4.71325
495.81340	25.80824	0.96350	-0.16310	0.97721	114.91003	3.59386	26.31394
496.88184	25.71642	1.06844	-0.09182	1.07238	17.21405	4.07458	21.10590
497.44617	25.47971	0.56433	-0.23671	0.61196	4.69599	4.09100	8.24246
498.88880	27.15568	1.44263	1.67597	2.21135	17.84351	5.81117	5.76043
497.77550	26.83447	-1.11330	-0.32121	1.15871	72.03459	3.05027	32.17017
497.11280	28.18200	-0.66270	1.34753	1.50167	146.81491	2.70614	2.51512
497.60300	29.21223	0.49020	1.03023	1.14091	79.90650	3.56942	44.86615
497.23690	29.71577	-0.36610	0.50354	0.62256	51.63334	4.24123	17.04019
496.42380	30.04430	-0.81310	0.32853	0.87696	61.46481	3.79741	14.48440
495.33250	30.92683	-1.09130	0.88253	1.40349	31.98024	4.76609	37.64755
495.05520	31.66531	-0.27730	0.73849	0.78883	16.96140	4.04564	9.63997
494.06818	31.46626	-0.98702	-0.19905	1.00689	30.45674	4.19233	0.26537
490.79105	31.67821	-3.27713	0.21194	3.28398	80.82067	6.73796	26.90531
485.47620	32.90812	-5.31485	1.22991	5.45530	15.10210	11.31598	15.59143
479.47560	35.69642	-6.00060	2.78830	6.61678	9.32913	16.55869	2.27313
957.40094	51.29099	477.92534	15.59457	478.17970	11.89334	462.76209	2.08104
942.25611	54.95856	-15.14483	3.66757	15.58259	153.20827	448.80320	160.82863
449.10320	52.68116	-493.15291	-2.27739	493.15817	164.51806	46.67977	0.56984
437.60617	58.92829	-11.49703	6.24713	13.08466	13.87765	54.48476	150.25988
425.90997	65.60378	-11.69620	6.67549	13.46712	28.78288	61.34922	1.78704
415.00210	71.32653	-10.90787	5.72275	12.31793	1.19683	542.76876	0.64931
407.04443	75.96235	-7.95767	4.63582	9.20952	2.03163	535.62366	27.06051
397.90125	81.65736	-9.14318	5.69501	10.77176	2.53988	58.83247	0.13188
388.38306	85.63351	-9.51819	3.97615	10.31531	1.69416	56.00074	27.25902
380.23203	88.39468	-8.15103	2.76117	8.60601	9.24517	51.04801	1.02504
370.82343	91.29131	-9.40860	2.89662	9.84440	3.95846	48.48038	1.96454
360.40674	93.89912	-10.41669	2.60781	10.73816	1.60188	49.96801	2.19812
350.67987	96.30409	-9.72687	2.40497	10.01977	3.05692	49.44073	3.28203
343.29752	98.06782	-7.38235	1.76373	7.59012	0.16723	46.76877	3.80425
335.79770	98.21690	-7.49982	0.14907	7.50130	0.45106	45.50698	1.81388
329.90784	95.79175	-5.88986	-2.42515	6.36960	12.29807	41.16236	2.95373
322.43707	93.99527	-7.47077	-1.79648	7.68373	23.51814	37.96979	6.18787
312.97340	91.37845	-9.46367	-2.61682	9.81880	8.85834	38.02683	6.13183
301.05457	89.05428	-11.91883	-2.32417	12.14332	1.93569	43.19387	7.58756
290.81656	85.93122	-10.23801	-3.12306	10.70375	4.42257	46.62876	4.60233
279.03214	82.68057	-11.78442	-3.25065	12.22454	5.92990	52.53799	3.23177
267.88068	78.83504	-11.15146	-3.84552	11.79589	1.54293	56.62360	0.82531
254.14203	74.03864	-13.73865	-4.79640	14.55184	3.60530	61.33351	1.07838
240.85138	69.24287	-13.29065	-4.79577	14.12943	0.21852	63.37914	0.89258
228.61447	64.82946	-12.23691	-4.41341	13.00847	0.59635	65.68397	1.79290
218.67114	61.08620	-9.94333	-3.74326	10.62459	0.00880	64.10746	0.52414
208.96758	56.58292	-9.70356	-4.50327	10.69760	0.79678	62.97547	0.94560
199.14005	53.26447	-9.82753	-3.31846	10.37268	4.26596	58.79442	1.00724
189.48500	50.82185	-9.65505	-2.44261	9.95923	6.23702	54.56958	0.00061
183.18571	49.88667	-6.29929	-0.93519	6.36833	4.46101	47.82321	0.96263
