448.0	40.0
450.0	39.0
451.0	39.0
453.0	38.0
454.0	38.0
456.0	38.0
458.0	38.0
459.0	38.0
461.0	38.0
463.0	38.0
464.0	38.0
466.0	38.0
468.0	38.0
469.0	39.0
471.0	39.0
473.0	40.0
475.0	40.0
476.0	41.0
478.0	41.0
480.0	42.0
482.0	43.0
483.0	44.0
485.0	45.0
487.0	46.0
489.0	47.0
490.0	48.0
492.0	49.0
494.0	50.0
496.0	51.0
498.0	52.0
499.0	53.0
501.0	55.0
503.0	56.0
505.0	57.0
507.0	58.0
509.0	60.0
510.0	61.0
512.0	62.0
514.0	64.0
516.0	65.0
518.0	67.0
519.0	68.0
521.0	69.0
523.0	71.0
525.0	72.0
527.0	73.0
529.0	75.0
530.0	76.0
532.0	78.0
534.0	79.0
536.0	80.0
537.0	82.0
539.0	83.0
541.0	84.0
543.0	86.0
544.0	87.0
546.0	88.0
548.0	89.0
550.0	91.0
551.0	92.0
553.0	93.0
555.0	94.0
557.0	95.0
558.0	97.0
560.0	98.0
562.0	99.0
563.0	100.0
565.0	101.0
567.0	102.0
568.0	103.0
570.0	104.0
571.0	106.0
573.0	107.0
575.0	108.0
576.0	109.0
578.0	110.0
579.0	111.0
581.0	112.0
582.0	113.0
584.0	114.0
585.0	115.0
587.0	116.0
588.0	117.0
590.0	118.0
591.0	119.0
593.0	120.0
594.0	121.0
596.0	122.0
597.0	124.0
598.0	125.0
600.0	126.0
601.0	127.0
602.0	128.0
604.0	129.0
605.0	130.0
606.0	131.0
608.0	132.0
609.0	133.0
610.0	134.0
611.0	135.0
612.0	136.0
614.0	137.0
615.0	138.0
616.0	139.0
617.0	140.0
618.0	141.0
619.0	142.0
620.0	144.0
621.0	145.0
622.0	146.0
624.0	147.0
625.0	148.0
626.0	149.0
627.0	150.0
627.0	151.0
628.0	152.0
629.0	154.0
630.0	155.0
631.0	156.0
632.0	157.0
633.0	158.0
634.0	159.0
635.0	160.0
635.0	162.0
636.0	163.0
637.0	164.0
638.0	165.0
639.0	166.0
639.0	167.0
640.0	168.0
641.0	170.0
641.0	171.0
642.0	172.0
643.0	173.0
644.0	174.0
644.0	176.0
645.0	177.0
645.0	178.0
646.0	179.0
647.0	180.0
647.0	181.0
648.0	183.0
648.0	184.0
649.0	185.0
650.0	186.0
650.0	188.0
651.0	189.0
651.0	190.0
652.0	191.0
652.0	192.0
653.0	194.0
653.0	195.0
654.0	196.0
654.0	197.0
655.0	198.0
655.0	200.0
655.0	201.0
656.0	202.0
656.0	203.0
657.0	205.0
657.0	206.0
657.0	207.0
658.0	208.0
658.0	209.0
659.0	211.0
659.0	212.0
659.0	213.0
660.0	214.0
660.0	215.0
660.0	217.0
661.0	218.0
661.0	219.0
661.0	220.0
662.0	222.0
662.0	223.0
662.0	224.0
663.0	225.0
663.0	226.0
663.0	228.0
664.0	229.0
664.0	230.0
664.0	231.0
665.0	232.0
665.0	234.0
665.0	235.0
665.0	236.0
666.0	237.0
666.0	238.0
666.0	240.0
667.0	241.0
667.0	242.0
667.0	243.0
668.0	244.0
668.0	245.0
668.0	247.0
669.0	248.0
669.0	249.0
669.0	250.0
670.0	251.0
670.0	252.0
670.0	253.0
671.0	255.0
671.0	256.0
672.0	257.0
672.0	258.0
672.0	259.0
673.0	260.0
673.0	261.0
673.0	262.0
674.0	263.0
674.0	264.0
675.0	266.0
675.0	267.0
675.0	268.0
676.0	269.0
676.0	270.0
677.0	271.0
677.0	272.0
678.0	273.0
678.0	274.0
678.0	275.0
679.0	276.0
679.0	277.0
680.0	278.0
680.0	279.0
681.0	281.0
681.0	282.0
682.0	283.0
682.0	284.0
682.0	285.0
683.0	286.0
683.0	287.0
684.0	288.0
684.0	289.0
685.0	290.0
685.0	291.0
685.0	292.0
686.0	293.0
686.0	294.0
687.0	295.0
687.0	296.0
688.0	297.0
688.0	299.0
688.0	300.0
689.0	301.0
689.0	302.0
690.0	303.0
690.0	304.0
691.0	305.0
691.0	306.0
691.0	307.0
692.0	308.0
692.0	309.0
693.0	310.0
693.0	311.0
693.0	312.0
694.0	314.0
694.0	315.0
694.0	316.0
695.0	317.0
695.0	318.0
696.0	319.0
696.0	320.0
696.0	321.0
697.0	322.0
697.0	323.0
697.0	325.0
698.0	326.0
698.0	327.0
698.0	328.0
699.0	329.0
699.0	330.0
700.0	331.0
700.0	332.0
700.0	333.0
701.0	335.0
701.0	336.0
701.0	337.0
702.0	338.0
702.0	339.0
703.0	340.0
703.0	341.0
703.0	342.0
704.0	343.0
704.0	345.0
705.0	346.0
705.0	347.0
705.0	348.0
706.0	349.0
706.0	350.0
707.0	351.0
707.0	352.0
708.0	353.0
708.0	354.0
709.0	356.0
709.0	357.0
709.0	358.0
710.0	359.0
710.0	360.0
711.0	361.0
711.0	362.0
712.0	363.0
712.0	364.0
713.0	365.0
713.0	366.0
714.0	368.0
715.0	369.0
715.0	370.0
716.0	371.0
716.0	372.0
717.0	373.0
717.0	374.0
718.0	375.0
719.0	376.0
719.0	377.0
720.0	378.0
720.0	379.0
721.0	380.0
722.0	381.0
722.0	382.0
723.0	383.0
724.0	384.0
724.0	385.0
725.0	386.0
726.0	388.0
726.0	389.0
727.0	390.0
728.0	391.0
728.0	392.0
729.0	393.0
730.0	394.0
730.0	395.0
731.0	396.0
732.0	397.0
733.0	398.0
733.0	399.0
734.0	400.0
735.0	401.0
735.0	401.0
736.0	402.0
737.0	403.0
738.0	404.0
738.0	405.0
739.0	406.0
740.0	407.0
741.0	408.0
741.0	409.0
742.0	410.0
743.0	411.0
744.0	412.0
745.0	413.0
745.0	414.0
746.0	415.0
747.0	416.0
748.0	416.0
748.0	417.0
749.0	418.0
750.0	419.0
751.0	420.0
752.0	421.0
752.0	422.0
753.0	423.0
754.0	424.0
755.0	424.0
756.0	425.0
757.0	426.0
757.0	427.0
758.0	428.0
759.0	429.0
760.0	430.0
761.0	430.0
761.0	431.0
762.0	432.0
763.0	433.0
764.0	434.0
765.0	435.0
766.0	436.0
766.0	436.0
767.0	437.0
768.0	438.0
769.0	439.0
770.0	440.0
770.0	440.0
771.0	441.0
772.0	442.0
773.0	443.0
774.0	444.0
775.0	445.0
775.0	445.0
776.0	446.0
777.0	447.0
778.0	448.0
779.0	449.0
779.0	449.0
780.0	450.0
781.0	451.0
782.0	452.0
783.0	453.0
783.0	454.0
784.0	454.0
785.0	455.0
786.0	456.0
787.0	457.0
787.0	458.0
788.0	458.0
789.0	459.0
790.0	460.0
791.0	461.0
791.0	462.0
792.0	462.0
793.0	463.0
794.0	464.0
794.0	465.0
795.0	466.0
796.0	467.0
797.0	467.0
798.0	468.0
798.0	469.0
799.0	470.0
800.0	471.0
801.0	472.0
801.0	472.0
802.0	473.0
803.0	474.0
804.0	475.0
804.0	476.0
805.0	477.0
806.0	477.0
806.0	478.0
807.0	479.0
808.0	480.0
809.0	481.0
809.0	482.0
810.0	483.0
811.0	483.0
811.0	484.0
812.0	485.0
813.0	486.0
814.0	487.0
814.0	488.0
815.0	489.0
816.0	490.0
816.0	490.0
817.0	491.0
818.0	492.0
818.0	493.0
819.0	494.0
820.0	495.0
821.0	496.0
821.0	497.0
822.0	498.0
823.0	499.0
823.0	500.0
824.0	501.0
825.0	501.0
825.0	502.0
826.0	503.0
827.0	504.0
827.0	505.0
828.0	506.0
828.0	507.0
829.0	508.0
830.0	509.0
830.0	510.0
831.0	511.0
832.0	512.0
832.0	513.0
833.0	514.0
833.0	515.0
834.0	516.0
835.0	517.0
835.0	518.0
836.0	519.0
836.0	520.0
837.0	521.0
837.0	522.0
838.0	523.0
838.0	524.0
839.0	525.0
840.0	526.0
840.0	527.0
841.0	528.0
841.0	529.0
842.0	530.0
842.0	531.0
843.0	533.0
843.0	534.0
843.0	535.0
844.0	536.0
844.0	537.0
845.0	538.0
845.0	539.0
846.0	540.0
846.0	541.0
846.0	542.0
847.0	543.0
847.0	544.0
847.0	545.0
848.0	547.0
848.0	548.0
848.0	549.0
849.0	550.0
849.0	551.0
849.0	552.0
850.0	553.0
850.0	554.0
850.0	555.0
850.0	556.0
851.0	558.0
851.0	559.0
851.0	560.0
851.0	561.0
852.0	562.0
852.0	563.0
852.0	564.0
852.0	565.0
852.0	567.0
852.0	568.0
853.0	569.0
853.0	570.0
853.0	571.0
853.0	572.0
853.0	573.0
853.0	574.0
853.0	575.0
854.0	577.0
854.0	578.0
854.0	579.0
854.0	580.0
854.0	581.0
854.0	582.0
854.0	583.0
854.0	584.0
854.0	585.0
854.0	586.0
855.0	587.0
855.0	588.0
855.0	589.0
855.0	590.0
855.0	591.0
855.0	592.0
855.0	593.0
855.0	594.0
855.0	595.0
855.0	596.0
855.0	597.0
856.0	598.0
856.0	599.0
856.0	600.0
856.0	601.0
856.0	602.0
856.0	603.0
856.0	604.0
856.0	605.0
856.0	606.0
857.0	607.0
857.0	607.0
857.0	608.0
857.0	609.0
857.0	610.0
857.0	611.0
857.0	612.0
857.0	613.0
858.0	613.0
858.0	614.0
858.0	615.0
858.0	616.0
858.0	617.0
